case,target,method,repetition,status,n,bound,total_seconds
frequency_4_asym_0.15_ripple_0.12,1/25,global_polynomial,1,target_certified,2048,0.013214555301640249,0.8434796999208629
frequency_4_asym_0.15_ripple_0.12,1/50,adaptive_polynomial,1,target_certified,2048,0.017858374846029673,0.5855281000258401
frequency_4_asym_0.15_ripple_0.12,1/50,adaptive_hybrid,1,target_certified,2048,0.017858374846029673,0.7293779000174254
frequency_4_asym_0.15_ripple_0.12,1/50,global_polynomial,1,target_certified,2048,0.013214555301640249,0.8485648999921978
frequency_4_asym_0.15_ripple_0.12,1/100,adaptive_polynomial,1,target_certified,4096,0.006536707379910671,1.1974832999985665
frequency_4_asym_0.15_ripple_0.12,1/100,adaptive_hybrid,1,target_certified,4096,0.006536707379910671,1.24168550001923
frequency_4_asym_0.15_ripple_0.12,1/100,global_polynomial,1,target_certified,4096,0.006533507472094505,1.6831339999334887
frequency_4_asym_0.35_ripple_0,1/25,adaptive_polynomial,1,target_certified,1024,0.019733543040788015,0.31821519997902215
frequency_4_asym_0.35_ripple_0,1/25,adaptive_hybrid,1,target_certified,1024,0.019733543040788015,0.45206339994911104
frequency_4_asym_0.35_ripple_0,1/25,global_polynomial,1,target_certified,1024,0.019722069776149383,0.4183892000000924
frequency_4_asym_0.35_ripple_0,1/50,adaptive_polynomial,1,target_certified,1024,0.019733543040788015,0.2922654999420047
frequency_4_asym_0.35_ripple_0,1/50,adaptive_hybrid,1,target_certified,1024,0.019733543040788015,0.3125572999706492
frequency_4_asym_0.35_ripple_0,1/50,global_polynomial,1,target_certified,1024,0.019722069776149383,0.4285955000668764
frequency_4_asym_0.35_ripple_0,1/100,adaptive_polynomial,1,target_certified,2048,0.009823690709999765,0.605325200012885
frequency_4_asym_0.35_ripple_0,1/100,adaptive_hybrid,1,target_certified,2048,0.009823690709999765,0.6381498000118881
frequency_4_asym_0.35_ripple_0,1/100,global_polynomial,1,target_certified,2048,0.009809344289593349,0.8341362000210211
frequency_4_asym_0.35_ripple_0.12,1/25,adaptive_polynomial,1,target_certified,2048,0.01423329127456982,0.6211171000031754
frequency_4_asym_0.35_ripple_0.12,1/25,adaptive_hybrid,1,target_certified,2048,0.01423329127456982,0.8991684999782592
frequency_4_asym_0.35_ripple_0.12,1/25,global_polynomial,1,target_certified,2048,0.015482138646757761,0.8282887000823393
frequency_4_asym_0.35_ripple_0.12,1/50,adaptive_polynomial,1,target_certified,2048,0.01423329127456982,0.587293199962005
frequency_4_asym_0.35_ripple_0.12,1/50,adaptive_hybrid,1,target_certified,2048,0.01423329127456982,0.7287724999478087
frequency_4_asym_0.35_ripple_0.12,1/50,global_polynomial,1,target_certified,2048,0.015482138646757761,0.8319651000201702
frequency_4_asym_0.35_ripple_0.12,1/100,adaptive_polynomial,1,target_certified,4096,0.007100456529082992,1.2158366000512615
frequency_4_asym_0.35_ripple_0.12,1/100,adaptive_hybrid,1,target_certified,4096,0.007100456529082992,1.252301099942997
frequency_4_asym_0.35_ripple_0.12,1/100,global_polynomial,1,target_certified,4096,0.007100304999865914,1.673647899995558
frequency_1_asym_0.15_ripple_0,1/25,adaptive_hybrid,2,target_certified,128,0.03370941055525283,0.07713590003550053
frequency_1_asym_0.15_ripple_0,1/25,global_polynomial,2,target_certified,128,0.02795858115409506,0.04996669990941882
frequency_1_asym_0.15_ripple_0,1/25,adaptive_polynomial,2,target_certified,128,0.03370941055525283,0.03430810000281781
frequency_1_asym_0.15_ripple_0,1/50,adaptive_hybrid,2,target_certified,256,0.013883746489675058,0.10757519991602749
frequency_1_asym_0.15_ripple_0,1/50,global_polynomial,2,target_certified,256,0.013883746489675058,0.10236560006160289
frequency_1_asym_0.15_ripple_0,1/50,adaptive_polynomial,2,target_certified,256,0.013883746489675058,0.07110659999307245
frequency_1_asym_0.15_ripple_0,1/100,adaptive_hybrid,2,target_certified,512,0.006916476524850242,0.14977250003721565
frequency_1_asym_0.15_ripple_0,1/100,global_polynomial,2,target_certified,512,0.00688394735805259,0.22063350002281368
frequency_1_asym_0.15_ripple_0,1/100,adaptive_polynomial,2,target_certified,512,0.006916476524850242,0.15064799995161593
frequency_1_asym_0.15_ripple_0.12,1/25,adaptive_hybrid,2,target_certified,512,0.01798785994223551,0.2509798000101
frequency_1_asym_0.15_ripple_0.12,1/25,global_polynomial,2,target_certified,512,0.01148498934807798,0.24510739999823272
frequency_1_asym_0.15_ripple_0.12,1/25,adaptive_polynomial,2,target_certified,512,0.01798785994223551,0.14851710002403706
frequency_1_asym_0.15_ripple_0.12,1/50,adaptive_hybrid,2,target_certified,512,0.01798785994223551,0.1923481000121683
