case,target,method,repetition,n,status,epsilon,width,degree,upper,lower,seconds,reason
skew_strong,0.02,uncorrected,2,2048,certified,"[5, 2048]",,,0.014828490392595699,,0.44204230001196265,
skew_strong,0.02,corrected,0,64,above_target,"[9, 128]",,,,0.14537181363467505,0.007813400006853044,
skew_strong,0.02,corrected,0,64,above_target,"[5, 64]",,,,0.17088721023542275,0.0076422999845817685,
skew_strong,0.02,corrected,0,64,above_target,"[1, 16]",,,,0.1429135958431012,0.007699300011154264,
skew_strong,0.02,corrected,0,128,above_target,"[3, 64]",,,,0.07658237606185346,0.012763100035954267,
skew_strong,0.02,corrected,0,128,above_target,"[13, 256]",,,,0.07478282257890999,0.012610199977643788,
skew_strong,0.02,corrected,0,128,above_target,"[7, 128]",,,,0.0865642585102185,0.013677100010681897,
skew_strong,0.02,corrected,0,256,above_target,"[3, 128]",,,,0.03159421529798273,0.026840100006666034,
skew_strong,0.02,corrected,0,256,above_target,"[13, 512]",,,,0.025240714057278166,0.026442600006703287,
skew_strong,0.02,corrected,0,256,above_target,"[1, 32]",,,,0.029008559641078808,0.027139300014823675,
skew_strong,0.02,corrected,0,512,certified,"[17, 1024]",,,0.008854031512007665,,0.11967169999843463,
skew_strong,0.02,corrected,1,64,above_target,"[9, 128]",,,,0.14537181363467505,0.0079060000134632,
skew_strong,0.02,corrected,1,64,above_target,"[5, 64]",,,,0.17088721023542275,0.00773399998433888,
skew_strong,0.02,corrected,1,64,above_target,"[1, 16]",,,,0.1429135958431012,0.007678099966142327,
skew_strong,0.02,corrected,1,128,above_target,"[3, 64]",,,,0.07658237606185346,0.01280689996201545,
skew_strong,0.02,corrected,1,128,above_target,"[13, 256]",,,,0.07478282257890999,0.012715299963019788,
skew_strong,0.02,corrected,1,128,above_target,"[7, 128]",,,,0.0865642585102185,0.013504199974704534,
skew_strong,0.02,corrected,1,256,above_target,"[3, 128]",,,,0.03159421529798273,0.026501999993342906,
skew_strong,0.02,corrected,1,256,above_target,"[13, 512]",,,,0.025240714057278166,0.026469799980986863,
skew_strong,0.02,corrected,1,256,above_target,"[1, 32]",,,,0.029008559641078808,0.027231400017626584,
skew_strong,0.02,corrected,1,512,certified,"[17, 1024]",,,0.008854031512007665,,0.12062760000117123,
skew_strong,0.02,corrected,2,64,above_target,"[9, 128]",,,,0.14537181363467505,0.008035100006964058,
skew_strong,0.02,corrected,2,64,above_target,"[5, 64]",,,,0.17088721023542275,0.007756599981803447,
skew_strong,0.02,corrected,2,64,above_target,"[1, 16]",,,,0.1429135958431012,0.0077594000031240284,
skew_strong,0.02,corrected,2,128,above_target,"[3, 64]",,,,0.07658237606185346,0.012991400028113276,
skew_strong,0.02,corrected,2,128,above_target,"[13, 256]",,,,0.07478282257890999,0.013079900003504008,
skew_strong,0.02,corrected,2,128,above_target,"[7, 128]",,,,0.0865642585102185,0.013785600021947175,
skew_strong,0.02,corrected,2,256,above_target,"[3, 128]",,,,0.03159421529798273,0.0269444000441581,
skew_strong,0.02,corrected,2,256,above_target,"[13, 512]",,,,0.025240714057278166,0.02711940003791824,
skew_strong,0.02,corrected,2,256,above_target,"[1, 32]",,,,0.029008559641078808,0.027610299992375076,
skew_strong,0.02,corrected,2,512,certified,"[17, 1024]",,,0.008854031512007665,,0.12745689996518195,
skew_strong,0.01,polynomial,0,64,above_target,,5,3,,0.06070575709729317,0.0029427999979816377,
skew_strong,0.01,polynomial,0,64,above_target,,4,2,,0.14665306603245323,0.002813099999912083,
skew_strong,0.01,polynomial,0,64,above_target,,6,3,,0.1893558783008364,0.0028296999516896904,
skew_strong,0.01,polynomial,0,128,above_target,,6,3,,0.03538097510562132,0.005694199993740767,
skew_strong,0.01,polynomial,0,128,above_target,,7,3,,0.053850956351187196,0.005566100007854402,
skew_strong,0.01,polynomial,0,128,above_target,,8,3,,0.050452834526889985,0.00561240001115948,
skew_strong,0.01,polynomial,0,256,above_target,,7,3,,0.014994242276249962,0.01145719998748973,
skew_strong,0.01,polynomial,0,256,above_target,,9,3,,0.01524668669514068,0.011282999999821186,
skew_strong,0.01,polynomial,0,256,above_target,,6,2,,0.015212353638475158,0.011268700007349253,
skew_strong,0.01,polynomial,0,512,certified,,9,3,0.007974739435306208,,0.08091759996023029,
skew_strong,0.01,polynomial,1,64,above_target,,5,3,,0.06070575709729317,0.0030837999656796455,
skew_strong,0.01,polynomial,1,64,above_target,,4,2,,0.14665306603245323,0.002868900017347187,
skew_strong,0.01,polynomial,1,64,above_target,,6,3,,0.1893558783008364,0.002930500020738691,
skew_strong,0.01,polynomial,1,128,above_target,,6,3,,0.03538097510562132,0.00580939999781549,
skew_strong,0.01,polynomial,1,128,above_target,,7,3,,0.053850956351187196,0.005726000003051013,
skew_strong,0.01,polynomial,1,128,above_target,,8,3,,0.050452834526889985,0.005756500002462417,
skew_strong,0.01,polynomial,1,256,above_target,,7,3,,0.014994242276249962,0.011484800023026764,
skew_strong,0.01,polynomial,1,256,above_target,,9,3,,0.01524668669514068,0.011273999989498407,
skew_strong,0.01,polynomial,1,256,above_target,,6,2,,0.015212353638475158,0.01124679995700717,
skew_strong,0.01,polynomial,1,512,certified,,9,3,0.007974739435306208,,0.09088710002833977,
skew_strong,0.01,polynomial,2,64,above_target,,5,3,,0.06070575709729317,0.0030436000088229775,
skew_strong,0.01,polynomial,2,64,above_target,,4,2,,0.14665306603245323,0.002852599951438606,
skew_strong,0.01,polynomial,2,64,above_target,,6,3,,0.1893558783008364,0.0028930000262334943,
skew_strong,0.01,polynomial,2,128,above_target,,6,3,,0.03538097510562132,0.005815999989863485,
skew_strong,0.01,polynomial,2,128,above_target,,7,3,,0.053850956351187196,0.005755000049248338,
skew_strong,0.01,polynomial,2,128,above_target,,8,3,,0.050452834526889985,0.005780100007541478,
skew_strong,0.01,polynomial,2,256,above_target,,7,3,,0.014994242276249962,0.011452899954747409,
skew_strong,0.01,polynomial,2,256,above_target,,9,3,,0.01524668669514068,0.01129719999153167,
skew_strong,0.01,polynomial,2,256,above_target,,6,2,,0.015212353638475158,0.01109720004023984,
skew_strong,0.01,polynomial,2,512,certified,,9,3,0.007974739435306208,,0.0795456999912858,
skew_strong,0.01,uncorrected,0,64,above_target,"[1, 32]",,,,0.15080212969622878,0.006679199985228479,
skew_strong,0.01,uncorrected,0,64,above_target,"[5, 128]",,,,0.19707626823250843,0.006582600006368011,
skew_strong,0.01,uncorrected,0,64,above_target,"[3, 64]",,,,0.24232986958041147,0.007055800000671297,
skew_strong,0.01,uncorrected,0,128,above_target,"[5, 256]",,,,0.12103498618425776,0.012329699995461851,
skew_strong,0.01,uncorrected,0,128,above_target,"[3, 128]",,,,0.12973804092838306,0.012164700019638985,
skew_strong,0.01,uncorrected,0,128,above_target,"[1, 64]",,,,0.13924318340497735,0.012026800017338246,
skew_strong,0.01,uncorrected,0,256,not_certified,"[3, 256]",,,,,0.0066759999608621,A branch endpoint is not strictly dominated after reconstruction.
skew_strong,0.01,uncorrected,0,256,above_target,"[1, 64]",,,,0.0905204310463456,0.024852000002283603,
skew_strong,0.01,uncorrected,0,256,above_target,"[7, 512]",,,,0.08721909158520157,0.024866099993232638,
skew_strong,0.01,uncorrected,0,512,above_target,"[9, 1024]",,,,0.05001087478631521,0.048573399952147156,
skew_strong,0.01,uncorrected,0,512,above_target,"[1, 128]",,,,0.05685437224041222,0.04608090000692755,
skew_strong,0.01,uncorrected,0,512,above_target,"[3, 512]",,,,0.05292055273642917,0.04502700001467019,
skew_strong,0.01,uncorrected,0,1024,above_target,"[5, 1024]",,,,0.02817707905715788,0.09167420002631843,
skew_strong,0.01,uncorrected,0,1024,above_target,"[9, 2048]",,,,0.025117200905202593,0.09269770001992583,
skew_strong,0.01,uncorrected,0,1024,above_target,"[11, 2048]",,,,0.031235416495555744,0.09118069999385625,
skew_strong,0.01,uncorrected,0,2048,above_target,"[5, 2048]",,,,0.0141223889504574,0.1801666000392288,
skew_strong,0.01,uncorrected,0,2048,above_target,"[9, 4096]",,,,0.014951147662126591,0.17663260002154857,
skew_strong,0.01,uncorrected,0,2048,above_target,"[11, 4096]",,,,0.015658396914197403,0.1808918999740854,
skew_strong,0.01,uncorrected,0,4096,certified,"[5, 4096]",,,0.00713040590567889,,0.8710085000493564,
skew_strong,0.01,uncorrected,1,64,above_target,"[1, 32]",,,,0.15080212969622878,0.0066102000419050455,
skew_strong,0.01,uncorrected,1,64,above_target,"[5, 128]",,,,0.19707626823250843,0.0064990000100806355,
skew_strong,0.01,uncorrected,1,64,above_target,"[3, 64]",,,,0.24232986958041147,0.006985399988479912,
skew_strong,0.01,uncorrected,1,128,above_target,"[5, 256]",,,,0.12103498618425776,0.01208089996362105,
skew_strong,0.01,uncorrected,1,128,above_target,"[3, 128]",,,,0.12973804092838306,0.011964600009378046,
skew_strong,0.01,uncorrected,1,128,above_target,"[1, 64]",,,,0.13924318340497735,0.012000399990938604,
skew_strong,0.01,uncorrected,1,256,not_certified,"[3, 256]",,,,,0.006420999998226762,A branch endpoint is not strictly dominated after reconstruction.
skew_strong,0.01,uncorrected,1,256,above_target,"[1, 64]",,,,0.0905204310463456,0.024468199990224093,
skew_strong,0.01,uncorrected,1,256,above_target,"[7, 512]",,,,0.08721909158520157,0.02455159998498857,
skew_strong,0.01,uncorrected,1,512,above_target,"[9, 1024]",,,,0.05001087478631521,0.04859630001010373,
skew_strong,0.01,uncorrected,1,512,above_target,"[1, 128]",,,,0.05685437224041222,0.045955699984915555,
skew_strong,0.01,uncorrected,1,512,above_target,"[3, 512]",,,,0.05292055273642917,0.045271300012245774,
skew_strong,0.01,uncorrected,1,1024,above_target,"[5, 1024]",,,,0.02817707905715788,0.09151890000794083,
skew_strong,0.01,uncorrected,1,1024,above_target,"[9, 2048]",,,,0.025117200905202593,0.08960899995872751,
skew_strong,0.01,uncorrected,1,1024,above_target,"[11, 2048]",,,,0.031235416495555744,0.09135990001959726,
skew_strong,0.01,uncorrected,1,2048,above_target,"[5, 2048]",,,,0.0141223889504574,0.18397950002690777,
skew_strong,0.01,uncorrected,1,2048,above_target,"[9, 4096]",,,,0.014951147662126591,0.18515629996545613,
skew_strong,0.01,uncorrected,1,2048,above_target,"[11, 4096]",,,,0.015658396914197403,0.18572030001087114,
skew_strong,0.01,uncorrected,1,4096,certified,"[5, 4096]",,,0.00713040590567889,,0.8770773999858648,
skew_strong,0.01,uncorrected,2,64,above_target,"[1, 32]",,,,0.15080212969622878,0.006629000010434538,
skew_strong,0.01,uncorrected,2,64,above_target,"[5, 128]",,,,0.19707626823250843,0.006469500018283725,
skew_strong,0.01,uncorrected,2,64,above_target,"[3, 64]",,,,0.24232986958041147,0.006973699957598001,
skew_strong,0.01,uncorrected,2,128,above_target,"[5, 256]",,,,0.12103498618425776,0.012048700009472668,
skew_strong,0.01,uncorrected,2,128,above_target,"[3, 128]",,,,0.12973804092838306,0.012068600044585764,
skew_strong,0.01,uncorrected,2,128,above_target,"[1, 64]",,,,0.13924318340497735,0.011849500006064773,
skew_strong,0.01,uncorrected,2,256,not_certified,"[3, 256]",,,,,0.006340400024782866,A branch endpoint is not strictly dominated after reconstruction.
skew_strong,0.01,uncorrected,2,256,above_target,"[1, 64]",,,,0.0905204310463456,0.024451300036162138,
skew_strong,0.01,uncorrected,2,256,above_target,"[7, 512]",,,,0.08721909158520157,0.02453819999936968,
skew_strong,0.01,uncorrected,2,512,above_target,"[9, 1024]",,,,0.05001087478631521,0.0480835999478586,
skew_strong,0.01,uncorrected,2,512,above_target,"[1, 128]",,,,0.05685437224041222,0.04541520000202581,
skew_strong,0.01,uncorrected,2,512,above_target,"[3, 512]",,,,0.05292055273642917,0.044831100036390126,
skew_strong,0.01,uncorrected,2,1024,above_target,"[5, 1024]",,,,0.02817707905715788,0.0897411999758333,
skew_strong,0.01,uncorrected,2,1024,above_target,"[9, 2048]",,,,0.025117200905202593,0.08799650002038106,
skew_strong,0.01,uncorrected,2,1024,above_target,"[11, 2048]",,,,0.031235416495555744,0.08992369996849447,
skew_strong,0.01,uncorrected,2,2048,above_target,"[5, 2048]",,,,0.0141223889504574,0.18108850001590326,
skew_strong,0.01,uncorrected,2,2048,above_target,"[9, 4096]",,,,0.014951147662126591,0.18507209996460006,
skew_strong,0.01,uncorrected,2,2048,above_target,"[11, 4096]",,,,0.015658396914197403,0.18397069995990023,
skew_strong,0.01,uncorrected,2,4096,certified,"[5, 4096]",,,0.00713040590567889,,0.8890597999561578,
skew_strong,0.01,corrected,0,64,above_target,"[9, 128]",,,,0.14537181363467505,0.007940299983602017,
skew_strong,0.01,corrected,0,64,above_target,"[5, 64]",,,,0.17088721023542275,0.007755799975711852,
skew_strong,0.01,corrected,0,64,above_target,"[1, 16]",,,,0.1429135958431012,0.007746900024358183,
skew_strong,0.01,corrected,0,128,above_target,"[3, 64]",,,,0.07658237606185346,0.01279949996387586,
skew_strong,0.01,corrected,0,128,above_target,"[13, 256]",,,,0.07478282257890999,0.012671099975705147,
skew_strong,0.01,corrected,0,128,above_target,"[7, 128]",,,,0.0865642585102185,0.013514699996449053,
skew_strong,0.01,corrected,0,256,above_target,"[3, 128]",,,,0.03159421529798273,0.02656059997389093,
skew_strong,0.01,corrected,0,256,above_target,"[13, 512]",,,,0.025240714057278166,0.02687050000531599,
skew_strong,0.01,corrected,0,256,above_target,"[1, 32]",,,,0.029008559641078808,0.02710170001955703,
skew_strong,0.01,corrected,0,512,certified,"[17, 1024]",,,0.008854031512007665,,0.12166160001652315,
skew_strong,0.01,corrected,1,64,above_target,"[9, 128]",,,,0.14537181363467505,0.008002100046724081,
skew_strong,0.01,corrected,1,64,above_target,"[5, 64]",,,,0.17088721023542275,0.0078020000364631414,
skew_strong,0.01,corrected,1,64,above_target,"[1, 16]",,,,0.1429135958431012,0.007761299959383905,
skew_strong,0.01,corrected,1,128,above_target,"[3, 64]",,,,0.07658237606185346,0.012950799951795489,
skew_strong,0.01,corrected,1,128,above_target,"[13, 256]",,,,0.07478282257890999,0.012669600022491068,
skew_strong,0.01,corrected,1,128,above_target,"[7, 128]",,,,0.0865642585102185,0.013506799994502217,
skew_strong,0.01,corrected,1,256,above_target,"[3, 128]",,,,0.03159421529798273,0.026461200031917542,
skew_strong,0.01,corrected,1,256,above_target,"[13, 512]",,,,0.025240714057278166,0.026604900020174682,
skew_strong,0.01,corrected,1,256,above_target,"[1, 32]",,,,0.029008559641078808,0.027599800028838217,
skew_strong,0.01,corrected,1,512,certified,"[17, 1024]",,,0.008854031512007665,,0.12282520002918318,
skew_strong,0.01,corrected,2,64,above_target,"[9, 128]",,,,0.14537181363467505,0.007966000004671514,
skew_strong,0.01,corrected,2,64,above_target,"[5, 64]",,,,0.17088721023542275,0.00785410002572462,
skew_strong,0.01,corrected,2,64,above_target,"[1, 16]",,,,0.1429135958431012,0.007793500029947609,
skew_strong,0.01,corrected,2,128,above_target,"[3, 64]",,,,0.07658237606185346,0.01294759998563677,
skew_strong,0.01,corrected,2,128,above_target,"[13, 256]",,,,0.07478282257890999,0.012810799991711974,
skew_strong,0.01,corrected,2,128,above_target,"[7, 128]",,,,0.0865642585102185,0.013689500046893954,
skew_strong,0.01,corrected,2,256,above_target,"[3, 128]",,,,0.03159421529798273,0.026825000008102506,
skew_strong,0.01,corrected,2,256,above_target,"[13, 512]",,,,0.025240714057278166,0.026912699977401644,
skew_strong,0.01,corrected,2,256,above_target,"[1, 32]",,,,0.029008559641078808,0.027572099992539734,
skew_strong,0.01,corrected,2,512,certified,"[17, 1024]",,,0.008854031512007665,,0.1230820000055246,
two_peaks,0.02,polynomial,0,64,above_target,,4,2,,0.11257198523197275,0.0030160999740473926,
two_peaks,0.02,polynomial,0,64,above_target,,3,2,,0.24491224031605452,0.002859199943486601,
two_peaks,0.02,polynomial,0,64,above_target,,5,3,,0.3237959330109646,0.0029013000312261283,
two_peaks,0.02,polynomial,0,128,above_target,,4,2,,0.08586020487438872,0.005695200001355261,
two_peaks,0.02,polynomial,0,128,above_target,,5,2,,0.0877093302136678,0.00562280003214255,
two_peaks,0.02,polynomial,0,128,above_target,,6,2,,0.07727640778713055,0.005589100008364767,
two_peaks,0.02,polynomial,0,256,above_target,,7,3,,0.028471066757056285,0.01139810000313446,
two_peaks,0.02,polynomial,0,256,above_target,,6,2,,0.03826776864011943,0.011074499983806163,
two_peaks,0.02,polynomial,0,256,above_target,,7,2,,0.04301994518137439,0.011093100009020418,
two_peaks,0.02,polynomial,0,512,certified,,7,2,0.01680841860430283,,0.07959259999915957,
two_peaks,0.02,polynomial,1,64,above_target,,4,2,,0.11257198523197275,0.0031506000086665154,
two_peaks,0.02,polynomial,1,64,above_target,,3,2,,0.24491224031605452,0.0029504999984055758,
two_peaks,0.02,polynomial,1,64,above_target,,5,3,,0.3237959330109646,0.0029646000475622714,
two_peaks,0.02,polynomial,1,128,above_target,,4,2,,0.08586020487438872,0.005856199946720153,
two_peaks,0.02,polynomial,1,128,above_target,,5,2,,0.0877093302136678,0.0057474999921396375,
two_peaks,0.02,polynomial,1,128,above_target,,6,2,,0.07727640778713055,0.005752899975050241,
two_peaks,0.02,polynomial,1,256,above_target,,7,3,,0.028471066757056285,0.011691999970935285,
two_peaks,0.02,polynomial,1,256,above_target,,6,2,,0.03826776864011943,0.011470200028270483,
two_peaks,0.02,polynomial,1,256,above_target,,7,2,,0.04301994518137439,0.011413200001697987,
two_peaks,0.02,polynomial,1,512,certified,,7,2,0.01680841860430283,,0.08135950000723824,
two_peaks,0.02,polynomial,2,64,above_target,,4,2,,0.11257198523197275,0.003134200000204146,
two_peaks,0.02,polynomial,2,64,above_target,,3,2,,0.24491224031605452,0.0029149000183679163,
two_peaks,0.02,polynomial,2,64,above_target,,5,3,,0.3237959330109646,0.00299140001880005,
two_peaks,0.02,polynomial,2,128,above_target,,4,2,,0.08586020487438872,0.0058892000233754516,
two_peaks,0.02,polynomial,2,128,above_target,,5,2,,0.0877093302136678,0.005761799984611571,
two_peaks,0.02,polynomial,2,128,above_target,,6,2,,0.07727640778713055,0.005734100006520748,
two_peaks,0.02,polynomial,2,256,above_target,,7,3,,0.028471066757056285,0.011835299956146628,
two_peaks,0.02,polynomial,2,256,above_target,,6,2,,0.03826776864011943,0.017410899978131056,
two_peaks,0.02,polynomial,2,256,above_target,,7,2,,0.04301994518137439,0.013366299972403795,
two_peaks,0.02,polynomial,2,512,certified,,7,2,0.01680841860430283,,0.08206079999217764,
two_peaks,0.02,uncorrected,0,64,above_target,"[1, 32]",,,,0.27647451856311833,0.007175100035965443,
two_peaks,0.02,uncorrected,0,64,not_certified,"[5, 128]",,,,,0.0015512999962083995,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.02,uncorrected,0,64,not_certified,"[3, 64]",,,,,0.0015650999848730862,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.02,uncorrected,0,128,above_target,"[1, 64]",,,,0.17118190958254892,0.012325900024734437,
two_peaks,0.02,uncorrected,0,128,above_target,"[5, 256]",,,,0.18861974154998076,0.012441299972124398,
two_peaks,0.02,uncorrected,0,128,not_certified,"[3, 128]",,,,,0.002802699978929013,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.02,uncorrected,0,256,above_target,"[1, 128]",,,,0.133492299391421,0.023017300001811236,
two_peaks,0.02,uncorrected,0,256,above_target,"[5, 512]",,,,0.11911311915947125,0.02318859996739775,
two_peaks,0.02,uncorrected,0,256,above_target,"[3, 256]",,,,0.13516415344584432,0.023322799999732524,
two_peaks,0.02,uncorrected,0,512,above_target,"[1, 128]",,,,0.08429947538163336,0.04483200004324317,
two_peaks,0.02,uncorrected,0,512,above_target,"[9, 1024]",,,,0.0976755618917288,0.04506490001222119,
two_peaks,0.02,uncorrected,0,512,above_target,"[5, 1024]",,,,0.10318709313855509,0.04536980000557378,
two_peaks,0.02,uncorrected,0,1024,above_target,"[9, 2048]",,,,0.050731817365617035,0.09026699996320531,
two_peaks,0.02,uncorrected,0,1024,above_target,"[5, 1024]",,,,0.054439322208713295,0.08851409994531423,
two_peaks,0.02,uncorrected,0,1024,above_target,"[1, 256]",,,,0.05555470601585505,0.08814690000144765,
two_peaks,0.02,uncorrected,0,2048,above_target,"[5, 2048]",,,,0.029896218108391433,0.1869921000325121,
two_peaks,0.02,uncorrected,0,2048,above_target,"[11, 4096]",,,,0.03037440571580616,0.18715059995884076,
two_peaks,0.02,uncorrected,0,2048,above_target,"[3, 1024]",,,,0.033370821169715605,0.1864705000189133,
two_peaks,0.02,uncorrected,0,4096,certified,"[3, 2048]",,,0.01901579153003331,,0.8658587000099942,
two_peaks,0.02,uncorrected,1,64,above_target,"[1, 32]",,,,0.27647451856311833,0.0073305999976582825,
two_peaks,0.02,uncorrected,1,64,not_certified,"[5, 128]",,,,,0.0015767000149935484,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.02,uncorrected,1,64,not_certified,"[3, 64]",,,,,0.0015817999956198037,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.02,uncorrected,1,128,above_target,"[1, 64]",,,,0.17118190958254892,0.012677900027483702,
two_peaks,0.02,uncorrected,1,128,above_target,"[5, 256]",,,,0.18861974154998076,0.012702400039415807,
two_peaks,0.02,uncorrected,1,128,not_certified,"[3, 128]",,,,,0.0028852999676018953,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.02,uncorrected,1,256,above_target,"[1, 128]",,,,0.133492299391421,0.023577300016768277,
two_peaks,0.02,uncorrected,1,256,above_target,"[5, 512]",,,,0.11911311915947125,0.023662299965508282,
two_peaks,0.02,uncorrected,1,256,above_target,"[3, 256]",,,,0.13516415344584432,0.02367309998953715,
two_peaks,0.02,uncorrected,1,512,above_target,"[1, 128]",,,,0.08429947538163336,0.04575019999174401,
two_peaks,0.02,uncorrected,1,512,above_target,"[9, 1024]",,,,0.0976755618917288,0.045903699996415526,
two_peaks,0.02,uncorrected,1,512,above_target,"[5, 1024]",,,,0.10318709313855509,0.04529530002037063,
two_peaks,0.02,uncorrected,1,1024,above_target,"[9, 2048]",,,,0.050731817365617035,0.08922199998050928,
two_peaks,0.02,uncorrected,1,1024,above_target,"[5, 1024]",,,,0.054439322208713295,0.0890345000079833,
two_peaks,0.02,uncorrected,1,1024,above_target,"[1, 256]",,,,0.05555470601585505,0.09295039996504784,
two_peaks,0.02,uncorrected,1,2048,above_target,"[5, 2048]",,,,0.029896218108391433,0.18716559995664284,
two_peaks,0.02,uncorrected,1,2048,above_target,"[11, 4096]",,,,0.03037440571580616,0.18719919997965917,
two_peaks,0.02,uncorrected,1,2048,above_target,"[3, 1024]",,,,0.033370821169715605,0.18711310002254322,
two_peaks,0.02,uncorrected,1,4096,certified,"[3, 2048]",,,0.01901579153003331,,0.8769055000157095,
two_peaks,0.02,uncorrected,2,64,above_target,"[1, 32]",,,,0.27647451856311833,0.007284199993591756,
two_peaks,0.02,uncorrected,2,64,not_certified,"[5, 128]",,,,,0.0015745999990031123,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.02,uncorrected,2,64,not_certified,"[3, 64]",,,,,0.0015787000302225351,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.02,uncorrected,2,128,above_target,"[1, 64]",,,,0.17118190958254892,0.012582299998030066,
two_peaks,0.02,uncorrected,2,128,above_target,"[5, 256]",,,,0.18861974154998076,0.012788199994247407,
two_peaks,0.02,uncorrected,2,128,not_certified,"[3, 128]",,,,,0.0028605000115931034,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.02,uncorrected,2,256,above_target,"[1, 128]",,,,0.133492299391421,0.023453100002370775,
two_peaks,0.02,uncorrected,2,256,above_target,"[5, 512]",,,,0.11911311915947125,0.023541000031400472,
two_peaks,0.02,uncorrected,2,256,above_target,"[3, 256]",,,,0.13516415344584432,0.02368040004512295,
two_peaks,0.02,uncorrected,2,512,above_target,"[1, 128]",,,,0.08429947538163336,0.04592040000716224,
two_peaks,0.02,uncorrected,2,512,above_target,"[9, 1024]",,,,0.0976755618917288,0.045733499980997294,
two_peaks,0.02,uncorrected,2,512,above_target,"[5, 1024]",,,,0.10318709313855509,0.045515599951613694,
two_peaks,0.02,uncorrected,2,1024,above_target,"[9, 2048]",,,,0.050731817365617035,0.08970239997142926,
two_peaks,0.02,uncorrected,2,1024,above_target,"[5, 1024]",,,,0.054439322208713295,0.09075410000514239,
two_peaks,0.02,uncorrected,2,1024,above_target,"[1, 256]",,,,0.05555470601585505,0.08855089999269694,
two_peaks,0.02,uncorrected,2,2048,above_target,"[5, 2048]",,,,0.029896218108391433,0.1876752999960445,
two_peaks,0.02,uncorrected,2,2048,above_target,"[11, 4096]",,,,0.03037440571580616,0.1905110999941826,
two_peaks,0.02,uncorrected,2,2048,above_target,"[3, 1024]",,,,0.033370821169715605,0.19267159997252747,
two_peaks,0.02,uncorrected,2,4096,certified,"[3, 2048]",,,0.01901579153003331,,0.8657527000177652,
two_peaks,0.02,corrected,0,64,not_certified,"[7, 128]",,,,,0.0019631999894045293,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.02,corrected,0,64,above_target,"[1, 16]",,,,0.33630193564734645,0.009082699951250106,
two_peaks,0.02,corrected,0,64,above_target,"[9, 128]",,,,0.42919250993159136,0.009306899970397353,
two_peaks,0.02,corrected,0,128,above_target,"[5, 128]",,,,0.17227821098335383,0.015133599983528256,
two_peaks,0.02,corrected,0,128,above_target,"[11, 256]",,,,0.17673564372278922,0.015886800014413893,
two_peaks,0.02,corrected,0,128,above_target,"[3, 64]",,,,0.21223684661437306,0.015922099992167205,
two_peaks,0.02,corrected,0,256,above_target,"[15, 512]",,,,0.08639619435583977,0.02820830000564456,
two_peaks,0.02,corrected,0,256,above_target,"[13, 512]",,,,0.07424044336342098,0.027949700015597045,
two_peaks,0.02,corrected,0,256,above_target,"[7, 256]",,,,0.07479144205255958,0.02763810002943501,
two_peaks,0.02,corrected,0,512,above_target,"[9, 512]",,,,0.03190005772905875,0.04931179998675361,
two_peaks,0.02,corrected,0,512,above_target,"[17, 1024]",,,,0.0337736687031291,0.05005149997305125,
two_peaks,0.02,corrected,0,512,above_target,"[19, 1024]",,,,0.03562975248399378,0.04978890001075342,
two_peaks,0.02,corrected,0,1024,certified,"[21, 2048]",,,0.01271781102061674,,0.2280713000218384,
two_peaks,0.02,corrected,1,64,not_certified,"[7, 128]",,,,,0.0020128999603912234,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.02,corrected,1,64,above_target,"[1, 16]",,,,0.33630193564734645,0.009338299976661801,
two_peaks,0.02,corrected,1,64,above_target,"[9, 128]",,,,0.42919250993159136,0.009349500003736466,
two_peaks,0.02,corrected,1,128,above_target,"[5, 128]",,,,0.17227821098335383,0.015149999991990626,
two_peaks,0.02,corrected,1,128,above_target,"[11, 256]",,,,0.17673564372278922,0.015904199972283095,
two_peaks,0.02,corrected,1,128,above_target,"[3, 64]",,,,0.21223684661437306,0.015913399984128773,
two_peaks,0.02,corrected,1,256,above_target,"[15, 512]",,,,0.08639619435583977,0.02811509999446571,
two_peaks,0.02,corrected,1,256,above_target,"[13, 512]",,,,0.07424044336342098,0.027788000006694347,
two_peaks,0.02,corrected,1,256,above_target,"[7, 256]",,,,0.07479144205255958,0.027665399946272373,
two_peaks,0.02,corrected,1,512,above_target,"[9, 512]",,,,0.03190005772905875,0.04989610001211986,
two_peaks,0.02,corrected,1,512,above_target,"[17, 1024]",,,,0.0337736687031291,0.04969770001480356,
two_peaks,0.02,corrected,1,512,above_target,"[19, 1024]",,,,0.03562975248399378,0.04995259997667745,
two_peaks,0.02,corrected,1,1024,certified,"[21, 2048]",,,0.01271781102061674,,0.23002590000396594,
two_peaks,0.02,corrected,2,64,not_certified,"[7, 128]",,,,,0.0020186000037938356,A branch endpoint is not strictly dominated after reconstruction.
