case,target,method,repetition,n,status,epsilon,width,degree,upper,lower,seconds,reason
two_peaks,0.02,corrected,2,64,above_target,"[1, 16]",,,,0.33630193564734645,0.009361999982502311,
two_peaks,0.02,corrected,2,64,above_target,"[9, 128]",,,,0.42919250993159136,0.009338300034869462,
two_peaks,0.02,corrected,2,128,above_target,"[5, 128]",,,,0.17227821098335383,0.015201399975921959,
two_peaks,0.02,corrected,2,128,above_target,"[11, 256]",,,,0.17673564372278922,0.015845299989450723,
two_peaks,0.02,corrected,2,128,above_target,"[3, 64]",,,,0.21223684661437306,0.016011300031095743,
two_peaks,0.02,corrected,2,256,above_target,"[15, 512]",,,,0.08639619435583977,0.027662199980113655,
two_peaks,0.02,corrected,2,256,above_target,"[13, 512]",,,,0.07424044336342098,0.02744540001731366,
two_peaks,0.02,corrected,2,256,above_target,"[7, 256]",,,,0.07479144205255958,0.02782760001718998,
two_peaks,0.02,corrected,2,512,above_target,"[9, 512]",,,,0.03190005772905875,0.04984110000077635,
two_peaks,0.02,corrected,2,512,above_target,"[17, 1024]",,,,0.0337736687031291,0.04987079999409616,
two_peaks,0.02,corrected,2,512,above_target,"[19, 1024]",,,,0.03562975248399378,0.04958009999245405,
two_peaks,0.02,corrected,2,1024,certified,"[21, 2048]",,,0.01271781102061674,,0.22946229996159673,
two_peaks,0.01,polynomial,0,64,above_target,,4,2,,0.11257198523197275,0.003090199956204742,
two_peaks,0.01,polynomial,0,64,above_target,,3,2,,0.24491224031605452,0.0028978000045754015,
two_peaks,0.01,polynomial,0,64,above_target,,5,3,,0.3237959330109646,0.0029885999974794686,
two_peaks,0.01,polynomial,0,128,above_target,,4,2,,0.08586020487438872,0.005836400028783828,
two_peaks,0.01,polynomial,0,128,above_target,,5,2,,0.0877093302136678,0.0057400999940000474,
two_peaks,0.01,polynomial,0,128,above_target,,6,2,,0.07727640778713055,0.005717299995012581,
two_peaks,0.01,polynomial,0,256,above_target,,7,3,,0.028471066757056285,0.01150169997708872,
two_peaks,0.01,polynomial,0,256,above_target,,6,2,,0.03826776864011943,0.011269399954471737,
two_peaks,0.01,polynomial,0,256,above_target,,7,2,,0.04301994518137439,0.011311099980957806,
two_peaks,0.01,polynomial,0,512,above_target,,7,2,,0.015817835593938706,0.023180600022897124,
two_peaks,0.01,polynomial,0,512,above_target,,9,3,,0.01596933969645687,0.02302269998472184,
two_peaks,0.01,polynomial,0,512,above_target,,7,3,,0.015860334933950535,0.022884399979375303,
two_peaks,0.01,polynomial,0,1024,certified,,10,3,0.007727379202190328,,0.15811760001815856,
two_peaks,0.01,polynomial,1,64,above_target,,4,2,,0.11257198523197275,0.003433800011407584,
two_peaks,0.01,polynomial,1,64,above_target,,3,2,,0.24491224031605452,0.0029302999610081315,
two_peaks,0.01,polynomial,1,64,above_target,,5,3,,0.3237959330109646,0.0029696000274270773,
two_peaks,0.01,polynomial,1,128,above_target,,4,2,,0.08586020487438872,0.005851199966855347,
two_peaks,0.01,polynomial,1,128,above_target,,5,2,,0.0877093302136678,0.005804400017950684,
two_peaks,0.01,polynomial,1,128,above_target,,6,2,,0.07727640778713055,0.0057900999672710896,
two_peaks,0.01,polynomial,1,256,above_target,,7,3,,0.028471066757056285,0.011581500002648681,
two_peaks,0.01,polynomial,1,256,above_target,,6,2,,0.03826776864011943,0.011762599984649569,
two_peaks,0.01,polynomial,1,256,above_target,,7,2,,0.04301994518137439,0.011354799964465201,
two_peaks,0.01,polynomial,1,512,above_target,,7,2,,0.015817835593938706,0.023347299953456968,
two_peaks,0.01,polynomial,1,512,above_target,,9,3,,0.01596933969645687,0.022820800018962473,
two_peaks,0.01,polynomial,1,512,above_target,,7,3,,0.015860334933950535,0.022949100006371737,
two_peaks,0.01,polynomial,1,1024,certified,,10,3,0.007727379202190328,,0.15813260001596063,
two_peaks,0.01,polynomial,2,64,above_target,,4,2,,0.11257198523197275,0.0031227999716065824,
two_peaks,0.01,polynomial,2,64,above_target,,3,2,,0.24491224031605452,0.0029304000199772418,
two_peaks,0.01,polynomial,2,64,above_target,,5,3,,0.3237959330109646,0.00299869995797053,
two_peaks,0.01,polynomial,2,128,above_target,,4,2,,0.08586020487438872,0.005902000004425645,
two_peaks,0.01,polynomial,2,128,above_target,,5,2,,0.0877093302136678,0.005791200033854693,
two_peaks,0.01,polynomial,2,128,above_target,,6,2,,0.07727640778713055,0.005784499982837588,
two_peaks,0.01,polynomial,2,256,above_target,,7,3,,0.028471066757056285,0.016514600021764636,
two_peaks,0.01,polynomial,2,256,above_target,,6,2,,0.03826776864011943,0.01144700002623722,
two_peaks,0.01,polynomial,2,256,above_target,,7,2,,0.04301994518137439,0.01158599997870624,
two_peaks,0.01,polynomial,2,512,above_target,,7,2,,0.015817835593938706,0.02355139999417588,
two_peaks,0.01,polynomial,2,512,above_target,,9,3,,0.01596933969645687,0.023613099998328835,
two_peaks,0.01,polynomial,2,512,above_target,,7,3,,0.015860334933950535,0.023104800027795136,
two_peaks,0.01,polynomial,2,1024,certified,,10,3,0.007727379202190328,,0.15856779995374382,
two_peaks,0.01,uncorrected,0,64,above_target,"[1, 32]",,,,0.27647451856311833,0.007233499956782907,
two_peaks,0.01,uncorrected,0,64,not_certified,"[5, 128]",,,,,0.0015921000158414245,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.01,uncorrected,0,64,not_certified,"[3, 64]",,,,,0.001596999994944781,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.01,uncorrected,0,128,above_target,"[1, 64]",,,,0.17118190958254892,0.012728300003800541,
two_peaks,0.01,uncorrected,0,128,above_target,"[5, 256]",,,,0.18861974154998076,0.012681499996688217,
two_peaks,0.01,uncorrected,0,128,not_certified,"[3, 128]",,,,,0.0028910000110045075,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.01,uncorrected,0,256,above_target,"[1, 128]",,,,0.133492299391421,0.02359739999519661,
two_peaks,0.01,uncorrected,0,256,above_target,"[5, 512]",,,,0.11911311915947125,0.023586200026329607,
two_peaks,0.01,uncorrected,0,256,above_target,"[3, 256]",,,,0.13516415344584432,0.02376220002770424,
two_peaks,0.01,uncorrected,0,512,above_target,"[1, 128]",,,,0.08429947538163336,0.045517200022004545,
two_peaks,0.01,uncorrected,0,512,above_target,"[9, 1024]",,,,0.0976755618917288,0.04574879998108372,
two_peaks,0.01,uncorrected,0,512,above_target,"[5, 1024]",,,,0.10318709313855509,0.04558440000982955,
two_peaks,0.01,uncorrected,0,1024,above_target,"[9, 2048]",,,,0.050731817365617035,0.08739070000592619,
two_peaks,0.01,uncorrected,0,1024,above_target,"[5, 1024]",,,,0.054439322208713295,0.08761809999123216,
two_peaks,0.01,uncorrected,0,1024,above_target,"[1, 256]",,,,0.05555470601585505,0.08714179997332394,
two_peaks,0.01,uncorrected,0,2048,above_target,"[5, 2048]",,,,0.029896218108391433,0.18640470004174858,
two_peaks,0.01,uncorrected,0,2048,above_target,"[11, 4096]",,,,0.03037440571580616,0.18807390000438318,
two_peaks,0.01,uncorrected,0,2048,above_target,"[3, 1024]",,,,0.033370821169715605,0.18719319999217987,
two_peaks,0.01,uncorrected,0,4096,above_target,"[3, 2048]",,,,0.016741785362660622,0.3678694000118412,
two_peaks,0.01,uncorrected,0,4096,above_target,"[11, 8192]",,,,0.015234451440509875,0.36461940000299364,
two_peaks,0.01,uncorrected,0,4096,above_target,"[5, 4096]",,,,0.019271181163571068,0.3674610000452958,
two_peaks,0.01,uncorrected,0,8192,certified,"[7, 8192]",,,0.01021663583962604,,1.7275215999688953,
two_peaks,0.01,uncorrected,0,8192,certified,"[13, 16384]",,,0.010457960138109448,,1.7508053000201471,
two_peaks,0.01,uncorrected,0,8192,above_target,"[15, 16384]",,,,0.010652278650354017,0.7483792999992147,
two_peaks,0.01,uncorrected,0,16384,certified,"[7, 16384]",,,0.0050326545384556266,,3.5016722000436857,
two_peaks,0.01,uncorrected,1,64,above_target,"[1, 32]",,,,0.27647451856311833,0.007300900004338473,
two_peaks,0.01,uncorrected,1,64,not_certified,"[5, 128]",,,,,0.0015635999734513462,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.01,uncorrected,1,64,not_certified,"[3, 64]",,,,,0.0015632999711669981,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.01,uncorrected,1,128,above_target,"[1, 64]",,,,0.17118190958254892,0.012661300017498434,
two_peaks,0.01,uncorrected,1,128,above_target,"[5, 256]",,,,0.18861974154998076,0.012751700007356703,
two_peaks,0.01,uncorrected,1,128,not_certified,"[3, 128]",,,,,0.002866599999833852,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.01,uncorrected,1,256,above_target,"[1, 128]",,,,0.133492299391421,0.023525899974629283,
two_peaks,0.01,uncorrected,1,256,above_target,"[5, 512]",,,,0.11911311915947125,0.023615800018887967,
two_peaks,0.01,uncorrected,1,256,above_target,"[3, 256]",,,,0.13516415344584432,0.02368769998429343,
two_peaks,0.01,uncorrected,1,512,above_target,"[1, 128]",,,,0.08429947538163336,0.04560700000729412,
two_peaks,0.01,uncorrected,1,512,above_target,"[9, 1024]",,,,0.0976755618917288,0.045794699981343,
two_peaks,0.01,uncorrected,1,512,above_target,"[5, 1024]",,,,0.10318709313855509,0.045210600015707314,
two_peaks,0.01,uncorrected,1,1024,above_target,"[9, 2048]",,,,0.050731817365617035,0.09071740001672879,
two_peaks,0.01,uncorrected,1,1024,above_target,"[5, 1024]",,,,0.054439322208713295,0.08932800003094599,
two_peaks,0.01,uncorrected,1,1024,above_target,"[1, 256]",,,,0.05555470601585505,0.08856860001105815,
two_peaks,0.01,uncorrected,1,2048,above_target,"[5, 2048]",,,,0.029896218108391433,0.18705780000891536,
two_peaks,0.01,uncorrected,1,2048,above_target,"[11, 4096]",,,,0.03037440571580616,0.1859439000254497,
two_peaks,0.01,uncorrected,1,2048,above_target,"[3, 1024]",,,,0.033370821169715605,0.18686780001735315,
two_peaks,0.01,uncorrected,1,4096,above_target,"[3, 2048]",,,,0.016741785362660622,0.36930850002681836,
two_peaks,0.01,uncorrected,1,4096,above_target,"[11, 8192]",,,,0.015234451440509875,0.37199880002299324,
two_peaks,0.01,uncorrected,1,4096,above_target,"[5, 4096]",,,,0.019271181163571068,0.36222389998147264,
two_peaks,0.01,uncorrected,1,8192,certified,"[7, 8192]",,,0.01021663583962604,,1.7671168000088073,
two_peaks,0.01,uncorrected,1,8192,certified,"[13, 16384]",,,0.010457960138109448,,1.7611332000233233,
two_peaks,0.01,uncorrected,1,8192,above_target,"[15, 16384]",,,,0.010652278650354017,0.7583583000232466,
two_peaks,0.01,uncorrected,1,16384,certified,"[7, 16384]",,,0.0050326545384556266,,3.517658799944911,
two_peaks,0.01,uncorrected,2,64,above_target,"[1, 32]",,,,0.27647451856311833,0.007225400011520833,
two_peaks,0.01,uncorrected,2,64,not_certified,"[5, 128]",,,,,0.0015866999747231603,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.01,uncorrected,2,64,not_certified,"[3, 64]",,,,,0.0015836000093258917,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.01,uncorrected,2,128,above_target,"[1, 64]",,,,0.17118190958254892,0.012952499964740127,
two_peaks,0.01,uncorrected,2,128,above_target,"[5, 256]",,,,0.18861974154998076,0.0127212000079453,
two_peaks,0.01,uncorrected,2,128,not_certified,"[3, 128]",,,,,0.0028593000024557114,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.01,uncorrected,2,256,above_target,"[1, 128]",,,,0.133492299391421,0.02317360002780333,
two_peaks,0.01,uncorrected,2,256,above_target,"[5, 512]",,,,0.11911311915947125,0.023343699984252453,
two_peaks,0.01,uncorrected,2,256,above_target,"[3, 256]",,,,0.13516415344584432,0.023261499998625368,
two_peaks,0.01,uncorrected,2,512,above_target,"[1, 128]",,,,0.08429947538163336,0.04570320004131645,
two_peaks,0.01,uncorrected,2,512,above_target,"[9, 1024]",,,,0.0976755618917288,0.045641599979717284,
two_peaks,0.01,uncorrected,2,512,above_target,"[5, 1024]",,,,0.10318709313855509,0.04534850001800805,
two_peaks,0.01,uncorrected,2,1024,above_target,"[9, 2048]",,,,0.050731817365617035,0.08906389999901876,
two_peaks,0.01,uncorrected,2,1024,above_target,"[5, 1024]",,,,0.054439322208713295,0.08913679997203872,
two_peaks,0.01,uncorrected,2,1024,above_target,"[1, 256]",,,,0.05555470601585505,0.09493339998880401,
two_peaks,0.01,uncorrected,2,2048,above_target,"[5, 2048]",,,,0.029896218108391433,0.18830549996346235,
two_peaks,0.01,uncorrected,2,2048,above_target,"[11, 4096]",,,,0.03037440571580616,0.18901530001312494,
two_peaks,0.01,uncorrected,2,2048,above_target,"[3, 1024]",,,,0.033370821169715605,0.1893904999596998,
two_peaks,0.01,uncorrected,2,4096,above_target,"[3, 2048]",,,,0.016741785362660622,0.3652878999710083,
two_peaks,0.01,uncorrected,2,4096,above_target,"[11, 8192]",,,,0.015234451440509875,0.37604589998954907,
two_peaks,0.01,uncorrected,2,4096,above_target,"[5, 4096]",,,,0.019271181163571068,0.3652334000216797,
two_peaks,0.01,uncorrected,2,8192,certified,"[7, 8192]",,,0.01021663583962604,,1.7302696999977343,
two_peaks,0.01,uncorrected,2,8192,certified,"[13, 16384]",,,0.010457960138109448,,1.7486217999830842,
two_peaks,0.01,uncorrected,2,8192,above_target,"[15, 16384]",,,,0.010652278650354017,0.7556322999880649,
two_peaks,0.01,uncorrected,2,16384,certified,"[7, 16384]",,,0.0050326545384556266,,3.5438941000029445,
two_peaks,0.01,corrected,0,64,not_certified,"[7, 128]",,,,,0.001989700016565621,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.01,corrected,0,64,above_target,"[1, 16]",,,,0.33630193564734645,0.009138699970208108,
two_peaks,0.01,corrected,0,64,above_target,"[9, 128]",,,,0.42919250993159136,0.00926020002225414,
two_peaks,0.01,corrected,0,128,above_target,"[5, 128]",,,,0.17227821098335383,0.015009899972938001,
two_peaks,0.01,corrected,0,128,above_target,"[11, 256]",,,,0.17673564372278922,0.01580729999113828,
two_peaks,0.01,corrected,0,128,above_target,"[3, 64]",,,,0.21223684661437306,0.015906000044196844,
two_peaks,0.01,corrected,0,256,above_target,"[15, 512]",,,,0.08639619435583977,0.031452099967282265,
two_peaks,0.01,corrected,0,256,above_target,"[13, 512]",,,,0.07424044336342098,0.027306500007398427,
two_peaks,0.01,corrected,0,256,above_target,"[7, 256]",,,,0.07479144205255958,0.02749839995522052,
two_peaks,0.01,corrected,0,512,above_target,"[9, 512]",,,,0.03190005772905875,0.0501759999897331,
two_peaks,0.01,corrected,0,512,above_target,"[17, 1024]",,,,0.0337736687031291,0.049547099974006414,
two_peaks,0.01,corrected,0,512,above_target,"[19, 1024]",,,,0.03562975248399378,0.049811999953817576,
two_peaks,0.01,corrected,0,1024,above_target,"[21, 2048]",,,,0.012403967835776946,0.09658630000194535,
two_peaks,0.01,corrected,0,1024,above_target,"[11, 1024]",,,,0.012846079222515442,0.09796430001733825,
two_peaks,0.01,corrected,0,1024,above_target,"[5, 512]",,,,0.013280259560028883,0.0945069000008516,
two_peaks,0.01,corrected,0,2048,certified,"[21, 4096]",,,0.006343268248517498,,0.4608297999948263,
two_peaks,0.01,corrected,1,64,not_certified,"[7, 128]",,,,,0.0019863999914377928,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.01,corrected,1,64,above_target,"[1, 16]",,,,0.33630193564734645,0.009136299951933324,
two_peaks,0.01,corrected,1,64,above_target,"[9, 128]",,,,0.42919250993159136,0.009262799983844161,
two_peaks,0.01,corrected,1,128,above_target,"[5, 128]",,,,0.17227821098335383,0.015351999958511442,
two_peaks,0.01,corrected,1,128,above_target,"[11, 256]",,,,0.17673564372278922,0.01581319997785613,
two_peaks,0.01,corrected,1,128,above_target,"[3, 64]",,,,0.21223684661437306,0.015877199999522418,
two_peaks,0.01,corrected,1,256,above_target,"[15, 512]",,,,0.08639619435583977,0.028384900011587888,
two_peaks,0.01,corrected,1,256,above_target,"[13, 512]",,,,0.07424044336342098,0.02747199998702854,
two_peaks,0.01,corrected,1,256,above_target,"[7, 256]",,,,0.07479144205255958,0.02755920001072809,
two_peaks,0.01,corrected,1,512,above_target,"[9, 512]",,,,0.03190005772905875,0.0500764999887906,
two_peaks,0.01,corrected,1,512,above_target,"[17, 1024]",,,,0.0337736687031291,0.0496601999620907,
two_peaks,0.01,corrected,1,512,above_target,"[19, 1024]",,,,0.03562975248399378,0.049764800001867115,
two_peaks,0.01,corrected,1,1024,above_target,"[21, 2048]",,,,0.012403967835776946,0.09623079997254536,
two_peaks,0.01,corrected,1,1024,above_target,"[11, 1024]",,,,0.012846079222515442,0.0985594000085257,
two_peaks,0.01,corrected,1,1024,above_target,"[5, 512]",,,,0.013280259560028883,0.09427489998051897,
two_peaks,0.01,corrected,1,2048,certified,"[21, 4096]",,,0.006343268248517498,,0.4718944999622181,
two_peaks,0.01,corrected,2,64,not_certified,"[7, 128]",,,,,0.0020081999828107655,A branch endpoint is not strictly dominated after reconstruction.
two_peaks,0.01,corrected,2,64,above_target,"[1, 16]",,,,0.33630193564734645,0.0091787000419572,
two_peaks,0.01,corrected,2,64,above_target,"[9, 128]",,,,0.42919250993159136,0.009327000007033348,
two_peaks,0.01,corrected,2,128,above_target,"[5, 128]",,,,0.17227821098335383,0.015311600000131875,
two_peaks,0.01,corrected,2,128,above_target,"[11, 256]",,,,0.17673564372278922,0.01592420000815764,
two_peaks,0.01,corrected,2,128,above_target,"[3, 64]",,,,0.21223684661437306,0.016036299988627434,
two_peaks,0.01,corrected,2,256,above_target,"[15, 512]",,,,0.08639619435583977,0.02741089998744428,
two_peaks,0.01,corrected,2,256,above_target,"[13, 512]",,,,0.07424044336342098,0.027144099993165582,
two_peaks,0.01,corrected,2,256,above_target,"[7, 256]",,,,0.07479144205255958,0.032569399976637214,
two_peaks,0.01,corrected,2,512,above_target,"[9, 512]",,,,0.03190005772905875,0.04960089997621253,
two_peaks,0.01,corrected,2,512,above_target,"[17, 1024]",,,,0.0337736687031291,0.04884689999744296,
two_peaks,0.01,corrected,2,512,above_target,"[19, 1024]",,,,0.03562975248399378,0.0489784000092186,
two_peaks,0.01,corrected,2,1024,above_target,"[21, 2048]",,,,0.012403967835776946,0.09694269997999072,
two_peaks,0.01,corrected,2,1024,above_target,"[11, 1024]",,,,0.012846079222515442,0.0978332000086084,
two_peaks,0.01,corrected,2,1024,above_target,"[5, 512]",,,,0.013280259560028883,0.09468350000679493,
two_peaks,0.01,corrected,2,2048,certified,"[21, 4096]",,,0.006343268248517498,,0.46411040000384673,
